model_id,model_label,replicate,trial_origin,task_id,question_type,answer_type,submitted_answer,expected_answer,answer_score,error_category,original_exception,timeout,duration_seconds,total_input_tokens,output_tokens,provider_list_price_cost_usd,response_models,trial_dir
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model05_QA01,tooth_count,numeric,,20,0.0,operational_timeout,agent_timeout,True,628.938217,889210,25267,0.10216119540000002,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model05-qa01__MFjRhMs
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model05_QA02,tooth_count,numeric,48,93,0.0,numeric_underestimate,none,False,124.961071,43875,5618,0.009411347399999999,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model05-qa02__TM6NbuU
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model05_QA03,transmission_ratio,numeric,3,4.65,0.0,numeric_underestimate,none,False,48.569533,43826,1265,0.0046017893999999995,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model05-qa03__acwfYko
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model06_QA01,component_count,numeric,4,2,0.0,numeric_overestimate,none,False,45.801122,44034,1158,0.0045557424,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model06-qa01__6HHbf5z
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model06_QA02,tooth_count,numeric,12,25,0.0,numeric_underestimate,none,False,50.452244,43990,1293,0.0046891974,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model06-qa02__BWuXdmx
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model06_QA03,tooth_count,numeric,30,50,0.0,numeric_underestimate,none,False,61.641542,43986,1734,0.0051733584,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model06-qa03__9jFf4RX
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model07_QA01,component_count,numeric,3,4,0.0,numeric_underestimate,none,False,43.536507,43971,994,0.0037906932000000004,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model07-qa01__fkr7iim
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model07_QA02,component_count,numeric,2,3,0.0,numeric_underestimate,none,False,104.191686,44015,4028,0.0071459897999999996,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model07-qa02__XeG4tTN
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model07_QA03,transmission_ratio,numeric,2,12,0.0,numeric_underestimate,none,False,79.202266,43971,1844,0.005289293400000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model07-qa03__ek4Bi6E
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model08_QA01,tooth_count,numeric,10,29,0.0,numeric_underestimate,none,False,59.197687,71182,1453,0.0075167238,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model08-qa01__b6BL7iD
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model08_QA02,tooth_count,numeric,20,105,0.0,numeric_underestimate,none,False,67.465262,94673,1978,0.0067007970000000005,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model08-qa02__BMXz36b
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model08_QA03,transmission_ratio,numeric,3.0,3.6,0.0,numeric_underestimate,none,False,121.866097,71600,5388,0.0114004932,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model08-qa03__4bw7V8o
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model08_QA04,gear_type,discrete,Spur,Helical,0.0,categorical_mismatch,none,False,44.109659,44016,926,0.0037272240000000003,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model08-qa04__SKFCzq8
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model09_QA01,tooth_count,numeric,12,17,0.0,numeric_underestimate,none,False,57.172201,92551,1641,0.006570818400000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model09-qa01__PvpyCKH
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model09_QA02,transmission_ratio,numeric,5.0,5.4,0.0,numeric_underestimate,none,False,86.359792,43987,3472,0.0065222694,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model09-qa02__E6wRYMS
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model09_QA03,tooth_count,numeric,72,75,0.0,numeric_underestimate,none,False,74.362031,44009,2713,0.0056964222000000005,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model09-qa03__pWm9PZD
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-a,new,Model10_QA01,transmission_ratio,numeric,40,32,0.0,numeric_overestimate,none,False,76.880671,43984,2938,0.0064982723999999995,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-a/gear-crossmodel-3x-20260816-1727-qwen-run-a/gear-base-model10-qa01__KtUFnsQ
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model01_QA01,transmission_ratio,numeric,20,30,0.0,numeric_underestimate,none,False,89.504567,43396,2006,0.017179398000000002,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model01-qa01__kBMhtzG
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model02_QA01,transmission_ratio,numeric,4,16,0.0,numeric_underestimate,none,False,119.841646,43972,4835,0.008019979200000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model02-qa01__6sE8jB4
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model02_QA02,component_count,numeric,3,6,0.0,numeric_underestimate,none,False,38.455454,44008,649,0.0034236132000000003,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model02-qa02__fBXUFGs
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model02_QA03,component_count,numeric,9,5,0.0,numeric_overestimate,none,False,184.845782,44002,7688,0.011734232399999999,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model02-qa03__N78wYth
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model03_QA01,transmission_ratio,numeric,5,6,0.0,numeric_underestimate,none,False,199.596349,44141,9161,0.0134039604,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model03-qa01__axd4yFL
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model03_QA02,tooth_count,numeric,,80,0.0,operational_timeout,agent_timeout,True,631.718705,840672,25142,0.0947944542,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model03-qa02__RF3uvZF
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model03_QA03,tooth_count,numeric,12,20,0.0,numeric_underestimate,none,False,46.82669,64669,1070,0.004485212400000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model03-qa03__qgCxuXf
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model04_QA02,tooth_count,numeric,36,65,0.0,numeric_underestimate,none,False,60.240902,43981,2023,0.0049270722,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model04-qa02__JWZrZEN
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model04_QA03,tooth_count,numeric,9,16,0.0,numeric_underestimate,none,False,54.916776,43994,1263,0.0040951146,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model04-qa03__f6nBdEe
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model04_QA04,tooth_count,numeric,18,34,0.0,numeric_underestimate,none,False,64.019544,44032,2072,0.0049989336,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model04-qa04__XPCRZ2m
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model05_QA01,tooth_count,numeric,12,20,0.0,numeric_underestimate,none,False,43.472543,65783,750,0.004089367200000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model05-qa01__edMQy6n
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model05_QA02,tooth_count,numeric,48,93,0.0,numeric_underestimate,none,False,228.986604,43886,11878,0.0154290876,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model05-qa02__JBpyyzU
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model05_QA03,transmission_ratio,numeric,3,4.65,0.0,numeric_underestimate,none,False,55.845671,43838,1514,0.0048800784000000005,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model05-qa03__ufkMkWP
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model06_QA01,component_count,numeric,4,2,0.0,numeric_overestimate,none,False,51.567537,44005,1344,0.0047505234,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model06-qa01__YKZLgSh
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model06_QA02,tooth_count,numeric,12,25,0.0,numeric_underestimate,none,False,50.622773,44015,1388,0.0048024174,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model06-qa02__T3hX29J
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model06_QA03,tooth_count,numeric,18,50,0.0,numeric_underestimate,none,False,90.055753,130444,2731,0.0215906148,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model06-qa03__joVPArQ
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model07_QA01,component_count,numeric,3,4,0.0,numeric_underestimate,none,False,42.998675,44007,968,0.0043372374,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model07-qa01__agBpvfa
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model07_QA02,component_count,numeric,2,3,0.0,numeric_underestimate,none,False,43.625307,43985,1075,0.0044474544,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model07-qa02__vEcyaJ8
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model07_QA03,transmission_ratio,numeric,2,12,0.0,numeric_underestimate,none,False,72.442156,43972,2677,0.005644021200000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model07-qa03__Sorfrqv
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model08_QA01,tooth_count,numeric,12,29,0.0,numeric_underestimate,none,False,42.965992,43974,851,0.0036346026,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model08-qa01__RigpehE
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model08_QA02,tooth_count,numeric,12,105,0.0,numeric_underestimate,none,False,45.428682,68862,904,0.005184059400000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model08-qa02__gCMD2QA
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model08_QA03,transmission_ratio,numeric,20.0,3.6,0.0,numeric_overestimate,none,False,94.554184,44007,4002,0.0076776714,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model08-qa03__6CfSZer
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model08_QA04,gear_type,discrete,Spur,Helical,0.0,categorical_mismatch,none,False,45.385909,44005,867,0.004225346400000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model08-qa04__8UsQT5o
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model09_QA01,tooth_count,numeric,10,17,0.0,numeric_underestimate,none,False,72.485772,70885,2349,0.0074548476,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model09-qa01__29LqXJN
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model09_QA02,transmission_ratio,numeric,6.0,5.4,0.0,numeric_overestimate,none,False,101.973573,43987,4035,0.0077071044,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model09-qa02__LQ2QfEr
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model09_QA03,tooth_count,numeric,36,75,0.0,numeric_underestimate,none,False,91.506879,44032,3655,0.0073042494,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model09-qa03__JWkRy3h
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-b,new,Model10_QA01,transmission_ratio,numeric,30,32,0.0,numeric_underestimate,none,False,62.63535,43999,1994,0.0054641034,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-b/gear-crossmodel-3x-20260816-1727-qwen-run-b/gear-base-model10-qa01__UUjVWTz
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model01_QA01,transmission_ratio,numeric,20,30,0.0,numeric_underestimate,none,False,86.391855,43429,1825,0.016991502000000002,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model01-qa01__RgLcZAw
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model02_QA01,transmission_ratio,numeric,4,16,0.0,numeric_underestimate,none,False,105.645566,66131,4056,0.00836733,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model02-qa01__ZokjqMu
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model02_QA03,component_count,numeric,12,5,0.0,numeric_overestimate,none,False,189.62987,44027,8258,0.0118076772,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model02-qa03__zby5tqX
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model03_QA03,tooth_count,numeric,18,20,0.0,numeric_underestimate,none,False,49.71309,44007,1252,0.016560039000000002,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model03-qa03__kZQgLny
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model04_QA02,tooth_count,numeric,60,65,0.0,numeric_underestimate,none,False,105.589594,72319,4437,0.016758229200000002,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model04-qa02__mgbJDEL
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model04_QA03,tooth_count,numeric,12,16,0.0,numeric_underestimate,none,False,42.107019,44002,881,0.0036772926000000006,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model04-qa03__9v8quGY
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model04_QA04,tooth_count,numeric,16,34,0.0,numeric_underestimate,none,False,132.838711,72469,5911,0.0127810908,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model04-qa04__kDsLNXP
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model05_QA01,tooth_count,numeric,12,20,0.0,numeric_underestimate,none,False,44.954436,43853,1045,0.004368884400000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model05-qa01__JWWakDi
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model05_QA02,tooth_count,numeric,60,93,0.0,numeric_underestimate,none,False,77.677153,43820,3022,0.0065341764,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model05-qa02__G3GuJvK
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model05_QA03,transmission_ratio,numeric,4,4.65,0.0,numeric_underestimate,none,False,54.969231,43845,1465,0.0048285444,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model05-qa03__Co6DMmg
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model06_QA01,component_count,numeric,4,2,0.0,numeric_overestimate,none,False,48.172088,43981,1117,0.0044923164,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model06-qa01__vptBgX9
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model06_QA02,tooth_count,numeric,12,25,0.0,numeric_underestimate,none,False,81.174921,71342,2872,0.0091250658,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model06-qa02__PdUbmBz
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model06_QA03,tooth_count,numeric,30,50,0.0,numeric_underestimate,none,False,163.583877,44061,8058,0.0121619574,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model06-qa03__53ciokm
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model07_QA02,component_count,numeric,2,3,0.0,numeric_underestimate,none,False,70.249515,64620,2305,0.0063838098,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model07-qa02__rhDCjXf
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model07_QA03,transmission_ratio,numeric,4,12,0.0,numeric_underestimate,none,False,93.519033,43991,3901,0.0075609504,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model07-qa03__Fhg7cec
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model08_QA01,tooth_count,numeric,,29,0.0,operational_timeout,agent_timeout,True,629.726483,772028,25393,0.09279415020000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model08-qa01__G8nQH74
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model08_QA02,tooth_count,numeric,20,105,0.0,numeric_underestimate,none,False,37.077489,43974,484,0.0037929684,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model08-qa02__ta43Aks
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model08_QA03,transmission_ratio,numeric,,3.6,0.0,operational_other,api_error,False,36.153214,43995,311,0.0036097404000000003,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model08-qa03__S5ifdhR
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model08_QA04,gear_type,discrete,Spur,Helical,0.0,categorical_mismatch,none,False,81.532064,203366,1916,0.024397054200000004,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model08-qa04__7AjQyf8
